age,gender,marital_status,country,place_you_live_in,no_of_family_members_living_with,employment_type,current_industry,current_industry_other,"Number of employees in your organization",total_work_experience,work_experience_with_current_company,current_role_category,current_role_category_other,current_annual_salary,mode_of_working,how_many_days_you_go_to_office,how_many_days_personal_choice_or_prescribed_by_company,if_personal_choice_how_many_days_willing_to_work_in_office,total_commute_time_in_minutes,rating_wfh_hybrid_wfo,factors_influenced_wfo,factors_influenced_wfo_other,factors_influenced_hybrid,factors_influenced_hybrid_other,factors_influenced_wfh,factors_influenced_wfh_other,entry_id,entry_status,created_at
33,Male,Married,India,Urban,3,Private,Technology,,10000+,13,13,"Mid-Level Management",,33,"Complete work from office",5,"Prescribed by company",2,15,0,"Better interpersonal connect, Better infrastructure, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life, Better Productivity, Optimize Innovation & Collaboration",,,,,,104,unread,"2023-02-06 14:26:04"
32,Male,Married,India,Town,1,Private,Technology,,1-300,8,1,Others,Engineer,55,"Complete work from office",5,"Prescribed by company",3,40,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family",,,,103,unread,"2023-02-06 14:22:12"
32,Male,Married,India,Metro,3,Private,Other,"Healthcare and lifescience",1-300,8,3,"Mid-Level Management",,20,"Complete work from office",7,"Prescribed by company",7,120,1,"Better interpersonal connect, Better infrastructure, Better focus on tasks & less distractions",,,,,,102,unread,"2023-02-06 14:14:43"
39,Male,Married,India,Urban,3,Private,Technology,,1001-10000,16,6,"Frontline Managers",,,Hybrid,5,"Personal choice",,60,3,"Better interpersonal connect, Better infrastructure, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life, Better Productivity, Optimize Innovation & Collaboration, Other","Better social life",,,,,101,unread,"2023-02-06 14:12:36"
24,Male,Single,India,Metro,0,Private,Technology,,1001-10000,1,1,Associates,,,Hybrid,3,"Prescribed by company",2,50,9,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,100,unread,"2023-02-06 14:09:45"
49,Male,Married,India,Metro,4,Private,Technology,,10000+,25,14,"Mid-Level Management",,0,Hybrid,2,"Prescribed by company",5,180,4,,,"Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life",,,,99,unread,"2023-02-06 14:01:08"
26,Male,Single,India,Town,4,"Self Employed",Technology,,1001-10000,1,1,Others,,5,Hybrid,2,"Personal choice",,150,10,,,,,"Allows more time to spend with friends and family, Better Productivity",,98,unread,"2023-02-06 13:56:41"
29,Male,Single,India,Metro,0,Private,Technology,,1001-10000,3.5,3.5,"Frontline Managers",,6,"Complete work from office",6,"Prescribed by company",4,15,6,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Work life balance (Ex., better work life seperation), Better Productivity",,,,97,unread,"2023-02-06 13:48:17"
29,Male,Married,India,Town,3,Private,Technology,,10000+,6,6,Associates,,,Hybrid,2,"Prescribed by company",2,60,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation)",,,,96,unread,"2023-02-06 13:38:18"
32,Male,Married,India,Metro,4,Private,Technology,,10000+,7,2,"Mid-Level Management",,,Hybrid,1,"Prescribed by company",2,50,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,95,unread,"2023-02-06 13:32:54"
38,Male,Married,India,Metro,2,Private,Technology,,10000+,16,2,"Frontline Managers",,25,Hybrid,3,"Prescribed by company",3,120,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,94,unread,"2023-02-06 13:26:45"
40,Male,Married,India,Urban,1,Private,Manufacturing,,301-1000,12,5,"Mid-Level Management",,,"Complete work from office",6,"Prescribed by company",2,90,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Having a more physically active life",,,,93,unread,"2023-02-06 13:23:43"
27,Female,Single,India,Town,4,"Self Employed",Other,"Content Writer for multiple industries",1-300,2,2,"Top Level Management",,3,"Complete work from home",,,,0,1,"Better interpersonal connect, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life, Better Productivity, Optimize Innovation & Collaboration",,,,,,92,unread,"2023-02-06 13:17:12"
26,Male,Single,India,Urban,0,Private,Technology,,10000+,5,0,"Mid-Level Management",,9,"Complete work from office",5,"Prescribed by company",3,30,8,,,,,"Better Productivity",,91,unread,"2023-02-06 13:11:25"
33,Female,Married,India,Metro,1,"Self Employed",Technology,,10000+,11,6,"Mid-Level Management",,30,Hybrid,1,"Personal choice",,60,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Sense of being empowered and trusted",,,,90,unread,"2023-02-06 13:10:28"
27,Male,Single,India,Metro,0,Private,Technology,,1001-10000,6,2,Associates,,25,Hybrid,2,"Personal choice",,200,5,,,"Work life balance (Ex., better work life seperation)",,,,89,unread,"2023-02-06 13:08:36"
32,Female,Married,India,Metro,2,Private,Technology,,10000+,13,2,Associates,,22,Hybrid,2,"Personal choice",,200,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,88,unread,"2023-02-06 13:07:33"
28,Female,Married,India,Metro,1,Private,Technology,,301-1000,6.5,4.5,"Frontline Managers",,20,Hybrid,2,"Personal choice",,45,2,"Better interpersonal connect, Better infrastructure, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life, Better Productivity, Optimize Innovation & Collaboration",,,,,,87,unread,"2023-02-06 13:07:08"
35,Male,Married,India,Urban,2,Private,Technology,,10000+,12,0.3,"Frontline Managers",,25,Hybrid,2,"Prescribed by company",1,180,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,86,unread,"2023-02-06 13:06:30"
40,Male,Married,India,Urban,4,Private,Technology,,10000+,16,5,"Mid-Level Management",,40,"Complete work from home",,,,180,10,,,,,"Avoid the long commute to office",,85,unread,"2023-02-06 13:01:14"
36,Male,Married,India,Urban,2,Private,Technology,,1-300,15,1,"Mid-Level Management",,25,"Complete work from home",,,,0,9,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Better Productivity",,84,unread,"2023-02-06 12:54:52"
36,Male,Married,India,Metro,3,Private,Technology,,10000+,11,1,Associates,,,Hybrid,2,"Prescribed by company",2,60,5,,,"Flexibility - Better Control over work hours and work location, Work life balance (Ex., better work life seperation), Better Productivity",,,,83,unread,"2023-02-06 12:52:02"
25,Male,Single,India,Town,2,Private,Hospitality,,1-300,2.5,2.5,"Top Level Management",,12,Hybrid,4,"Personal choice",,600,8,,,,,"Avoid the long commute to office, Work life balance (Ex., better work life seperation), Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,82,unread,"2023-02-06 12:47:16"
32,Male,Single,India,Urban,0,Private,Technology,,1-300,10,0.5,"Frontline Managers",,,"Complete work from office",5,"Prescribed by company",3,90,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Work life balance (Ex., better work life seperation), Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,81,unread,"2023-02-06 12:46:19"
34,Male,Married,India,Urban,3,Private,Technology,,301-1000,10,1,"Mid-Level Management",,30,"Complete work from home",,,,60,6,,,"Flexibility - Better Control over work hours and work location, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation)",,,,80,unread,"2023-02-06 12:42:38"
33,Male,Married,India,Metro,3,Private,Technology,,301-1000,7,3,"Mid-Level Management",,,"Complete work from office",6,"Prescribed by company",3,30,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,79,unread,"2023-02-06 12:41:52"
37,Male,Married,India,Urban,2,Private,Manufacturing,,1001-10000,14,9,"Mid-Level Management",,18,"Complete work from office",5,"Prescribed by company",2,150,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,78,unread,"2023-02-06 12:41:10"
36,Female,Married,India,Urban,3,Private,Technology,,1001-10000,14,9,"Mid-Level Management",,42,Hybrid,2,"Prescribed by company",1,60,7,,,"Flexibility - Better Control over work hours and work location, Relatively less commute as compared to only working from office",,,,77,unread,"2023-02-06 12:39:45"
31,Male,Married,India,Urban,2,Private,Other,"Information Technology",10000+,10,3.5,"Frontline Managers",,25,Hybrid,2,"Prescribed by company",1,30,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Having a more physically active life",,,,76,unread,"2023-02-06 12:38:39"
36,Male,Married,India,Town,5,Private,Technology,,1001-10000,14,14,"Mid-Level Management",,14,"Complete work from office",5,"Prescribed by company",0,60,10,,,,,"Avoid the long commute to office, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,75,unread,"2023-02-06 12:33:30"
35,Male,Married,India,Metro,5,Private,Manufacturing,,10000+,12,12,"Frontline Managers",,15,Hybrid,2,"Prescribed by company",2,160,6,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Sense of being empowered and trusted",,,,74,unread,"2023-02-06 12:33:22"
33,Female,Seperated,India,Metro,0,Private,Healthcare,,1001-10000,12,2,"Mid-Level Management",,38,Hybrid,3,"Prescribed by company",4,180,5,,,"Flexibility - Better Control over work hours and work location, Work life balance (Ex., better work life seperation), Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,73,unread,"2023-02-06 12:32:06"
36,Male,Married,India,Metro,4,Private,Technology,,10000+,12,7,"Frontline Managers",,42,Hybrid,4,"Prescribed by company",4,30,4,,,"Get time to spend with colleagues as well as family",,,,72,unread,"2023-02-06 12:31:59"
27,Male,Single,India,Metro,4,Private,Technology,,10000+,5,1,Associates,,,Hybrid,2,"Prescribed by company",2,180,7,,,"Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Not all days are as demanding to be in office",,,,71,unread,"2023-02-06 12:27:16"
30,Male,Married,India,Metro,2,Private,Retail,,1001-10000,6,6,"Mid-Level Management",,20,Hybrid,3,"Personal choice",,45,2,"Better infrastructure, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life",,,,,,70,unread,"2023-02-06 12:26:12"
36,Female,Married,India,Metro,3,Private,Technology,,10000+,9,1.2,Associates,,23,Hybrid,3,"Prescribed by company",1,45,6,,,"Work life balance (Ex., better work life seperation)",,,,69,unread,"2023-02-06 12:24:12"
37,Male,Married,India,Urban,5,Private,Technology,,1001-10000,15,2,"Mid-Level Management",,27,"Complete work from home",,,,0,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,68,unread,"2023-02-06 12:16:54"
31,Male,Married,India,Urban,1,Private,Technology,,10000+,10,4,"Mid-Level Management",,70,"Complete work from home",,,,0,7,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Not all days are as demanding to be in office, Better Productivity",,,,67,unread,"2023-02-06 12:13:57"
29,Male,Married,India,Metro,3,Private,Technology,,10000+,7,1,Associates,,15,Hybrid,3,"Prescribed by company",2,120,7,,,"Flexibility - Better Control over work hours and work location, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation)",,,,66,unread,"2023-02-06 12:13:32"
41,Male,Married,India,Metro,3,Private,Manufacturing,,10000+,17,2,"Frontline Managers",,22,Hybrid,1,"Personal choice",,60,8,,,,,"Avoid the long commute to office, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals",,65,unread,"2023-02-06 12:12:33"
31,Female,Single,India,Urban,1,Private,Technology,,10000+,7,3.5,"Frontline Managers",,,Hybrid,2,"Prescribed by company",1,40,7,,,"Flexibility - Better Control over work hours and work location, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Having a more physically active life",,,,64,unread,"2023-02-06 12:11:35"
34,Male,Married,India,Metro,5,Government,Manufacturing,,10000+,12,12,"Mid-Level Management",,25,"Complete work from office",6,"Prescribed by company",3,120,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,63,unread,"2023-02-06 12:01:07"
26,Male,Single,India,Urban,4,Private,Technology,,301-1000,4.5,1.2,Associates,,,"Complete work from home",,,,1,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Better focus on tasks & less distractions",,62,unread,"2023-02-06 11:57:32"
26,Male,Single,India,Metro,0,Private,Finance,,10000+,1,1,Associates,,,Hybrid,2,"Personal choice",,40,6,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family",,,,61,unread,"2023-02-06 11:54:44"
31,Male,Married,India,Metro,2,Private,Other,"Sea Food Processing & Exports",301-1000,7,1,"Mid-Level Management",,11,"Complete work from office",5,"Prescribed by company",3,120,6,,,"Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Sense of being empowered and trusted, Having a more physically active life",,,,60,unread,"2023-02-06 11:52:11"
23,Non-binary,"Registered Partnership",India,Town,27,Private,Educational,,10000+,34,29,Associates,,421,"Complete work from home",,,,50,10,,,,,"Avoid the long commute to office, Work life balance (Ex., better work life seperation)",,59,unread,"2023-02-06 11:50:57"
42,Male,Married,India,Metro,2,Private,Technology,,10000+,17,5,"Mid-Level Management",,22,Hybrid,3,"Prescribed by company",2,100,5,,,"Flexibility - Better Control over work hours and work location, Work life balance (Ex., better work life seperation), Better Productivity",,,,58,unread,"2023-02-06 11:50:21"
40,Male,Married,India,Town,3,Private,Manufacturing,,1001-10000,17,10,"Mid-Level Management",,,"Complete work from office",5,"Prescribed by company",5,600,2,"Better focus on tasks & less distractions, Better Productivity, Other",,,,,,57,unread,"2023-02-06 11:50:15"
31,Male,Married,India,Urban,5,Private,Manufacturing,,301-1000,9,2,"Mid-Level Management",,,Hybrid,2,"Personal choice",,90,6,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,56,unread,"2023-02-06 11:50:12"
26,Female,Single,India,Metro,0,Government,Other,Oil,1001-10000,4,4,Associates,,20,"Complete work from office",5,"Personal choice",,50,7,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted",,,,55,unread,"2023-02-06 11:49:44"
34,Female,Single,India,Town,7,"Self Employed",Technology,,10000+,12,4,"Mid-Level Management",,,Hybrid,2,"Personal choice",,50,8,,,,,"Avoid the long commute to office",,54,unread,"2023-02-06 11:49:22"
32,Female,Married,India,Metro,2,Private,Technology,,1001-10000,11,0.8,"Frontline Managers",,24,Hybrid,3,"Prescribed by company",3,10,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Better Productivity",,,,53,unread,"2023-02-06 11:48:34"
35,Male,Married,India,Urban,10,Private,Finance,,10000+,13,1,"Mid-Level Management",,35,"Complete work from office",5,"Prescribed by company",5,120,3,"Better interpersonal connect, Better infrastructure, Better focus on tasks & less distractions",,,,,,52,unread,"2023-02-06 11:46:33"
26,Female,Single,India,"Semi Urban",2,Private,Technology,,10000+,4.5,4.5,Associates,,,"Complete work from home",,,,0,7,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,51,unread,"2023-02-06 11:45:19"
41,Male,Married,India,Urban,5,Private,Other,Engineering,1001-10000,17,11,"Mid-Level Management",,30,"Complete work from home",,,,60,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,50,unread,"2023-02-06 11:43:08"
35,Female,Married,India,Urban,2,Private,Technology,,10000+,11,8,"Mid-Level Management",,,Hybrid,1,"Personal choice",,20,8,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better Productivity",,49,unread,"2023-02-06 11:42:41"
26,Male,Single,India,Metro,4,Private,Technology,,10000+,4.7,1.5,"Mid-Level Management",,15,"Complete work from home",,,,0,8,,,,,"Allows more time to spend with friends and family",,48,unread,"2023-02-06 11:34:44"
35,Male,Married,India,Metro,3,Private,Technology,,10000+,8,1,"Mid-Level Management",,000000,Hybrid,3,"Prescribed by company",1,300,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,47,unread,"2023-02-06 11:31:05"
30,Male,Married,India,Urban,4,Private,Technology,,10000+,9,5,Associates,,11,Hybrid,3,"Prescribed by company",3,480,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,46,unread,"2023-02-06 11:18:51"
36,Male,Married,India,Metro,2,Private,Manufacturing,,10000+,14,1,"Mid-Level Management",,42,"Complete work from office",6,"Prescribed by company",5,180,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation)",,,,45,unread,"2023-02-06 11:15:07"
29,Male,Single,India,Urban,3,Private,Manufacturing,,10000+,7,3,"Frontline Managers",,,Hybrid,2,"Prescribed by company",1,75,7,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office",,,,44,unread,"2023-02-06 11:09:38"
30,Female,Married,India,Metro,2,Private,Technology,,1-300,5.3,1,Associates,,4,"Complete work from office",5,"Prescribed by company",3,40,5,,,"Get time to spend with colleagues as well as family, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office",,,,43,unread,"2023-02-06 10:51:16"
40,Male,Married,India,Metro,4,Private,Technology,,10000+,16,0.5,Associates,,20,Hybrid,2,"Prescribed by company",2,180,8,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Better Productivity",,42,unread,"2023-02-06 10:49:00"
39,Male,Married,India,Metro,3,Private,Technology,,10000+,17.8,1,"Mid-Level Management",,42,Hybrid,3,"Prescribed by company",2,70,6,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Not all days are as demanding to be in office, Having a more physically active life",,,,41,unread,"2023-02-06 10:48:50"
38,Male,Married,India,Urban,2,Private,Technology,,1-300,12,1,"Top Level Management",,18,"Complete work from office",6,"Prescribed by company",5,45,8,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Able to make healthier choices like exercising or preparing healthire meals",,40,unread,"2023-02-06 10:44:01"
29,Female,Married,India,"Semi Urban",4,Private,Technology,,10000+,7,7,Associates,,5,"Complete work from home",,,,180,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,39,unread,"2023-02-06 10:43:44"
26,Male,Single,India,"Semi Urban",0,Government,Other,,10000+,.5,.5,"Frontline Managers",,,"Complete work from office",5,"Prescribed by company",4,2,10,,,,,"Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,38,unread,"2023-02-06 10:37:14"
34,Female,Married,India,Urban,3,Private,Healthcare,,1-300,5,2,Associates,,5,"Complete work from home",,,,0,10,,,,,"Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Get better sleep, Able to make healthier choices like exercising or preparing healthire meals",,37,unread,"2023-02-06 10:32:32"
35,Male,Married,India,Urban,1,Private,Technology,,10000+,13,9,"Frontline Managers",,,"Complete work from home",,,,60,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,36,unread,"2023-02-06 10:31:13"
35,Female,Married,India,Urban,2,Private,Technology,,10000+,9,1.3,Associates,,5.5,"Complete work from home",,,,50,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,35,unread,"2023-02-06 10:27:13"
31,Male,Married,India,"Semi Urban",5,Private,Technology,,1001-10000,9,2,Associates,,8,"Complete work from home",,,,0,9,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,34,unread,"2023-02-06 10:25:52"
25,Female,Single,India,Village,3,Private,Technology,,10000+,4,4,Associates,,,"Complete work from home",,,,480,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office, Sense of being empowered and trusted, Having a more physically active life, Better Productivity",,,,33,unread,"2023-02-06 10:23:55"
41,Male,Married,India,Metro,2,Private,Technology,,10000+,16,9,"Top Level Management",,80,Hybrid,4,"Personal choice",,60,5,,,"Flexibility - Better Control over work hours and work location, Better Productivity",,,,32,unread,"2023-02-06 10:22:05"
32,Male,Married,India,Village,5,Private,Technology,,1001-10000,7,6,"Frontline Managers",,24,"Complete work from office",5,"Prescribed by company",5,60,4,,,"Get time to spend with colleagues as well as family, Work life balance (Ex., better work life seperation), Better Productivity",,,,31,unread,"2023-02-06 10:12:21"
30,Male,Married,India,Urban,1,Private,E-commerce,,1001-10000,5.5,3,"Mid-Level Management",,30,"Complete work from office",1,"Personal choice",,60,1,"Better interpersonal connect, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life, Better Productivity",,,,,,30,unread,"2023-02-06 10:11:35"
28,Female,Single,India,Urban,0,Private,Manufacturing,,10000+,6,4,Associates,,14,Hybrid,2,"Prescribed by company",1,40,2,"Better interpersonal connect, Better infrastructure, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Having a more physically active life, Better Productivity, Optimize Innovation & Collaboration",,,,,,29,unread,"2023-02-06 10:07:53"
29,Female,Married,India,Metro,3,Private,Technology,,10000+,6,2,Others,Developer,9,Hybrid,2,"Prescribed by company",0,80,5,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office",,,,28,unread,"2023-02-06 10:07:49"
32,Male,Married,India,Town,8,Private,Technology,,10000+,5,5,Others,"Senior Designer Engineer",17,"Complete work from home",,,,30,10,,,,,"Avoid the long commute to office, Work life balance (Ex., better work life seperation), Able to make healthier choices like exercising or preparing healthire meals",,27,unread,"2023-02-06 10:06:37"
33,Male,Married,India,Metro,6,Private,Healthcare,,1001-10000,11.5,1,"Mid-Level Management",,30,"Complete work from home",,,,0,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,26,unread,"2023-02-06 09:59:26"
32,Male,Married,India,Metro,1,Private,Manufacturing,,10000+,10,3,Associates,,0,Hybrid,2,"Personal choice",,20,5,,,"Not all days are as demanding to be in office, Sense of being empowered and trusted",,,,25,unread,"2023-02-06 09:56:14"
31,Female,Single,India,Metro,1,Private,Manufacturing,,1001-10000,9,9,"Frontline Managers",,12,"Complete work from office",4,"Prescribed by company",2,180,7,,,"Flexibility - Better Control over work hours and work location, Relatively less commute as compared to only working from office, Not all days are as demanding to be in office, Having a more physically active life, Better Productivity",,,,24,unread,"2023-02-06 09:53:59"
30,Male,Married,India,Metro,1,Private,Manufacturing,,1001-10000,9,4,"Frontline Managers",,13,"Complete work from office",4,"Personal choice",,60,1,"Better interpersonal connect, Having a more physically active life, Better Productivity, Optimize Innovation & Collaboration",,,,,,23,unread,"2023-02-06 09:53:52"
29,Female,Single,India,Metro,0,Private,Healthcare,,1-300,7,3,"Mid-Level Management",,15,Hybrid,3,"Personal choice",,40,7,,,"Flexibility - Better Control over work hours and work location, Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Work life balance (Ex., better work life seperation), Not all days are as demanding to be in office",,,,22,unread,"2023-02-06 09:51:19"
28,Female,Single,India,Metro,0,Private,Technology,,10000+,5,0.1,Associates,,,Hybrid,2,"Prescribed by company",6,50,4,,,"Get time to spend with colleagues as well as family, Relatively less commute as compared to only working from office, Not all days are as demanding to be in office, Having a more physically active life",,,,21,unread,"2023-02-06 09:50:10"
37,Female,Married,India,Urban,3,Private,Technology,,1001-10000,15,10,"Mid-Level Management",,30,Hybrid,2,"Prescribed by company",1,80,2,"Work life balance (Ex., better work life seperation)",,,,,,20,unread,"2023-02-06 09:43:55"
31,Female,Single,India,Town,8,Private,Technology,,10000+,10,10,Others,"Team lead",16,"Complete work from home",,,,120,10,,,,,"Avoid the long commute to office, Allows more time to spend with friends and family, Work life balance (Ex., better work life seperation), Better focus on tasks & less distractions, Get better sleep, Able to make healthier choices like exercising or preparing healthire meals, Better Productivity",,19,unread,"2023-02-06 09:33:05"
39,Male,Married,India,Metro,2,Private,Technology,,1001-10000,16,6,"Mid-Level Management",,47,"Complete work from office",5,"Personal choice",,90,0,Other,"Nature of work",,,,,18,unread,"2023-02-06 09:26:49"
